iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
920,0,27,6,17,318.7,221.2,0.4,871.3,321.6,35.283,-118.367,3206.5,5.25,6/27/2012 17:00,-24,26,6,17,317.1,552.4,0.4,0,262.9,32.363,-121.955,3993.4,4.55,476073.8471,-2.328240243,6/26/2012 17:00,6/27/2012 17:22,2012,17:22:41,41087.72361,41087.72409,35.28333,-118.36667,10520,3206.496,1.832,183.2,92,403,560,,,542,235,73.9,17,4.199,3.54,,68.2,230,23.81,26.65,14.37,4.88,90.5,68.4,0.13,2.38,533,9.47,,0.605,0.154,,0.492,,13.22,2.501,1.272,1.209,0.236,0.764,0.193,0.635,0.286,646,6,65,52,5,6,8,,,,,4,,,,,,,,,,,,,,,,5,,,,6,,,,,,,,,3,,,10,,,,,,,,,,,,,,,
921,0,27,6,17,320.7,222.4,0.3,858.5,320.8,35.325,-118.427,3685.6,2.45,6/27/2012 17:00,-24,26,6,17,318.7,552.3,0.3,0,258.9,32.184,-122.5,4336.9,2.65,528103.7086,-2.298582183,6/26/2012 17:00,6/27/2012 17:23,2012,17:23:41,41087.72431,41087.72478,35.325,-118.42667,12092,3685.6416,1.824,182.4,77,395,630,,,541,234,74.6,17.16,4.003,3.51,,68.1,236,24.81,27.38,13.46,4.89,88.1,64.4,,1.91,600,9.2,,0.593,0.156,,0.298,,13.1,1.749,0.952,0.819,0.164,0.479,0.124,0.296,0.152,661,7,71,52,16,4,4,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,,4,14,,,6,,,,,,,,12,14,28,,
922,0,27,6,17,321.3,214.4,0.3,817.7,319.3,35.277,-118.478,3845.4,1.75,6/27/2012 17:00,-24,26,6,17,319,553,0.3,0,257.8,32.119,-122.686,4438.5,1.95,539438.899,-2.284064192,6/26/2012 17:00,6/27/2012 17:24,2012,17:24:45,41087.725,41087.72552,35.27667,-118.47833,12616,3845.3568,1.823,182.3,78,403,615,,,536,238,75,17.27,4.068,3.29,,71.6,239,25.24,27.68,13.98,5.35,89.9,64.4,0.11,2.3,598,8.66,,0.541,0.146,,0.378,,12.64,1.65,1.066,1.13,0.264,0.711,0.222,0.333,0.31,625,7,70,54,5,,10,,,,,3,,,,,,,,,,,,,,,,5,,,4,5,,,,,,,,,14,,,11,,,,,,,,,,,4,4,7,,
923,0,27,6,17,314.6,231.3,0.6,904.3,322.2,35.385,-118.387,2290,10.35,6/27/2012 17:00,-24,26,6,17,309.2,329.7,1.6,64.2,285.7,34.106,-120.169,2560.8,10.85,234684.1563,-2.279851696,6/26/2012 17:00,6/27/2012 17:27,2012,17:27:47,41087.7272,41087.72763,35.385,-118.38667,7513,2289.9624,1.819,181.9,75,400,586,,,540,238,74.3,17.04,4.06,3.27,,65.8,226,23,26.48,12.82,4.97,90.3,64.1,0.11,1.73,539,8.3,,0.561,0.146,,0.46,,12.52,1.873,0.932,1.165,0.203,1.323,0.437,0.665,0.423,577,7,47,55,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,9,7,,,,,,3,,,3,,,9,,,,,,,,,,,,,,,
924,0,27,6,17,307,258.2,2.6,1000.2,324.3,35.635,-118.395,744,17.35,6/27/2012 17:00,-24,26,6,17,301.3,388.2,9,376.4,303.1,36.259,-119.594,0,25.45,135508.4703,-0.99333337,6/26/2012 17:00,6/27/2012 17:31,2012,17:31:34,41087.72986,41087.73025,35.635,-118.395,2441,744.0168,1.894,189.4,96,396,571,,,545,240,75.5,17.05,4.067,3.49,,76.9,246,23.89,27.8,18.83,5.36,91.2,68.9,0.31,3.02,538,9.15,1.254,0.693,0.247,,0.988,,13.07,3.829,2.411,3.725,0.687,2.963,1.193,2.41,3.057,908,45,132,246,7,30,50,,,,,71,28,,,,,,,,,,8,,,,,8,,9,13,7,8,,,,,9,,,8,,,20,15,,3,,,,,,,,,,4,,
925,0,27,6,17,306.2,275.7,3.1,1060.2,325.6,35.798,-118.4,511.1,18.25,6/27/2012 17:00,-24,26,6,17,301.6,393.1,9,410.3,303.7,36.324,-119.614,0,25.35,129510.799,-1.072564072,6/26/2012 17:00,6/27/2012 17:33,2012,17:34:16,41087.7316,41087.73213,35.79833,-118.4,1677,511.1496,1.875,187.5,101,404,596,,,538,237,76.2,16.78,4.046,3.43,,79.9,253,25.07,27.32,17.47,5.71,91,67.9,0.4,3.14,565,8.31,1.096,0.605,0.194,,0.787,,12.15,2.862,2.23,3.164,0.567,2.647,1.145,2.184,2.99,897,47,130,212,4,34,48,,3,,,78,28,,,,,,,,,,7,,,,,7,3,9,11,15,8,,,,5,10,,,9,,,21,16,,,,,,,,,,,,,,
926,0,27,6,17,306.6,292.8,3.1,1114.9,326.9,35.96,-118.407,526.4,17.95,6/27/2012 17:00,-24,26,6,17,301.8,397.3,8.9,438.9,304.3,36.379,-119.627,0,25.25,126590.1646,-1.162288446,6/26/2012 17:00,6/27/2012 17:36,2012,17:36:46,41087.73333,41087.73387,35.96,-118.40667,1727,526.3896,1.904,190.4,115,397,568,3,,537,237,75.6,17.21,3.964,3.42,,75.5,246,24.58,28.19,19.96,5.49,91.9,79.3,0.57,3.31,551,9.45,1.46,0.861,0.284,0.113,0.968,,15.05,4.709,2.77,4.359,0.831,3.295,1.279,2.703,2.84,930,69,165,263,10,33,58,,4,,,74,27,,,,,,,,,,9,,,,,9,,10,13,28,11,,,8,4,11,,,13,,,26,18,3,4,,,,,,,,,4,4,,
927,0,27,6,17,308.2,332.9,2.3,1175.5,328,36.072,-118.408,805.6,16.15,6/27/2012 17:00,-24,26,6,17,302,397.1,8.8,460.8,304.9,36.391,-119.611,0,25.25,126752.5419,-1.246994929,6/26/2012 17:00,6/27/2012 17:38,2012,17:38:50,41087.73472,41087.7353,36.07167,-118.40833,2643,805.5864,1.886,188.6,115,398,566,,,533,235,73.8,16.88,3.883,3.37,,78.8,249,24.32,27.04,18.29,5.41,86.4,69.6,0.45,2.9,518,8,0.886,0.622,0.233,,0.758,,12.18,3.357,2.148,3.401,0.663,2.726,1.032,2.058,2.81,826,30,124,187,6,14,26,,,,,46,16,,,,,,,,,,5,,,,,9,,6,10,4,4,,,,,8,,,5,,,17,10,,,,,,,,,,,,4,,
928,0,27,6,17,308.5,403.8,2.3,1264.8,329.6,36.217,-118.415,766,15.95,6/27/2012 17:00,-24,26,6,17,302.2,396.6,8.8,494.2,305.7,36.409,-119.589,0,25.15,126127.929,-1.364496499,6/26/2012 17:00,6/27/2012 17:40,2012,17:41:00,41087.73623,41087.73681,36.21667,-118.415,2513,765.9624,1.872,187.2,108,400,598,,,537,239,76.3,17.03,4.061,3.27,,81.2,260,25.06,27.32,18.45,5.76,91.8,66.3,0.4,3.02,555,8.54,0.479,0.634,0.205,,0.611,,11.98,3.561,2.399,3.323,0.663,2.676,0.973,1.845,2.468,807,22,113,174,9,13,23,,,,,35,12,,,,,,,,,,4,,,,,4,,4,12,9,3,,,,,7,,6,6,,,16,7,,,,,,,,,,,,,,
929,0,27,6,17,308.6,444.6,2.3,1319.7,330.5,36.3,-118.417,737.6,15.85,6/27/2012 17:00,-24,26,6,17,303.2,385.7,8.4,617.9,308.8,36.398,-119.436,0,24.85,116077.7635,-1.446684803,6/26/2012 17:00,6/27/2012 17:41,2012,17:42:17,41087.73715,41087.7377,36.3,-118.41667,2420,737.616,1.865,186.5,100,394,570,,,536,237,73.9,17.06,3.965,3.16,,76.6,246,23.66,28.1,18.23,5.37,90.6,74.5,0.34,2.99,524,8.18,0.515,0.667,0.215,,0.743,,12.39,3.536,2.232,3.514,0.622,2.662,0.985,1.824,2.478,810,21,112,177,4,14,21,,,,,34,12,,,,,,,,,,4,,,,,5,,4,9,4,,,,,,5,,,5,,,15,7,,,,,,,,,,,,,,
930,0,27,6,17,308,474.1,3,1357.7,331.1,36.367,-118.427,411.5,18.05,6/27/2012 17:00,-24,26,6,17,302.6,391.2,8.6,538.7,306.9,36.392,-119.522,0,25.05,120081.4349,-1.536779091,6/26/2012 17:00,6/27/2012 17:42,2012,17:43:17,41087.73785,41087.73839,36.36667,-118.42667,1350,411.48,1.961,196.1,107,396,564,3,,534,236,75.1,16.91,3.958,3.39,,82,255,23.66,28.29,19.61,5.42,87.5,75.7,0.65,3.51,524,8.55,1.031,0.608,0.255,,0.827,,11.79,3.304,2.381,4.603,0.828,3.716,1.445,2.879,3.977,993,86,254,663,15,91,65,,7,,,114,44,,,,,,,,,,13,16,3,,,11,4,15,18,10,5,,,7,4,16,,6,11,,,23,24,4,7,,,,,,,,,,3,,
931,0,27,6,17,308.1,479.8,2.5,1361.7,330.4,36.42,-118.48,601.7,16.25,6/27/2012 17:00,-24,26,6,17,302.9,367.5,8.3,593.2,311,36.208,-119.097,0,24.75,93127.86937,-1.970672335,6/26/2012 17:00,6/27/2012 17:44,2012,17:44:50,41087.73889,41087.73947,36.42,-118.48,1974,601.6752,1.881,188.1,103,395,589,,,540,241,75.6,17.18,4.067,3.39,,78.6,254,24.45,28.45,19.37,5.71,91.7,75,0.45,3.06,541,8.35,1.021,0.692,0.239,,0.788,,13.62,3.673,2.521,3.676,0.705,2.782,1.07,2.13,2.825,809,34,119,217,5,18,29,,,,,50,18,,,,,,,,,,6,10,,,,6,,6,7,8,7,,,,3,9,,,7,,,22,12,,,,,,,,,,,,,,
932,0,27,6,17,308.5,472,3.3,1352.8,330.9,36.368,-118.435,365.8,18.95,6/27/2012 17:00,-24,26,6,17,302.6,391.9,8.6,537.9,306.8,36.398,-119.529,0,25.05,118555.8139,-1.531085334,6/26/2012 17:00,6/27/2012 17:45,2012,17:46:31,41087.7401,41087.74064,36.36833,-118.435,1200,365.76,2.046,204.6,121,407,570,13,,539,238,76.4,16.86,3.973,3.17,,90.1,265,24.85,30.27,23.05,5.64,89.1,89.5,1.38,4.47,547,9.54,1.048,0.776,0.339,0.118,1.13,,14.45,4.696,3.538,7.18,1.325,5.638,1.979,4.14,5.548,1172,139,356,1193,19,180,113,,6,,,179,68,,,,,,,,,,21,25,5,3,3,17,8,27,25,22,11,,,17,9,23,,8,21,,4,33,40,8,13,6,,,,4,4,,,7,5,,
933,0,27,6,17,311.4,525.2,1.5,1495.1,336.2,36.34,-118.228,1088.7,13.25,6/27/2012 17:00,-24,26,6,17,302.5,392.1,8.7,527.7,306.6,36.393,-119.535,0,25.05,148190.0765,-1.513719105,6/26/2012 17:00,6/27/2012 17:48,2012,17:49:18,41087.74201,41087.74257,36.34,-118.22833,3572,1088.7456,1.85,185,99,395,559,,,527,235,73.9,16.47,3.882,3.36,,73,238,23.27,26.31,16.24,5.32,87,58.6,0.39,2.82,510,8.09,0.134,0.567,0.176,,0.711,,11.73,2.446,1.677,2.558,0.444,2.037,0.729,1.388,1.739,808,16,99,143,4,9,16,,,,,20,7,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,3,,,14,4,,,,,,,,,,,,,,
934,0,27,6,17,312.1,544.5,1.4,1596.1,339.6,36.308,-118.098,1062.2,13.25,6/27/2012 17:00,-24,26,6,17,302.3,390.8,8.7,501.4,306,36.364,-119.537,0,25.15,160989.5824,-1.515086114,6/26/2012 17:00,6/27/2012 17:50,2012,17:50:51,41087.74306,41087.74365,36.30833,-118.09833,3485,1062.228,1.85,185,89,403,581,,,539,240,75,17.28,4.068,3.38,,74.3,247,24.05,27.26,17.52,5.67,87.5,65.2,0.23,2.95,540,8.34,0.157,0.671,0.192,,0.672,,13.45,3.398,2.107,2.755,0.489,1.95,0.696,1.303,1.622,797,12,93,138,8,11,16,,,,,17,6,,,,,,,,,,,,,,,6,,,6,3,4,,,,3,,,,7,,,11,4,,,,,,,,,,,,,,
935,0,27,6,17,300.7,215.6,3.2,179,300.6,36.298,-119.927,975.4,17.15,6/27/2012 17:00,-24,26,6,17,305.1,484.7,1.9,451,306.4,37.14,-119.927,2182.6,6.95,157841.2531,0,6/26/2012 17:00,6/27/2012 17:52,2012,17:52:49,41087.74444,41087.74501,36.29833,-119.92667,3200,975.36,1.857,185.7,96,394,581,,,538,238,74.5,17.07,3.944,3.35,,72.6,243,24.38,27.15,17.17,5.22,87.2,69.9,0.3,3.32,535,8.43,0.283,0.681,0.196,,0.744,,13.39,3.522,1.95,2.606,0.473,2.158,0.74,1.457,1.738,832,17,85,128,5,17,20,,,,,26,9,,,,,,,,,,,,,,,3,,,9,6,,,,,4,4,,,7,,,12,5,,,,,,,,,,,,,,
936,0,27,6,17,298.2,221.8,4.5,247,302,36.305,-119.83,459.3,19.15,6/27/2012 17:00,-24,26,6,17,298.1,497.9,1.7,259.7,295.7,38.665,-121.28,1557.7,8.35,301442.8772,-0.445976234,6/26/2012 17:00,6/27/2012 17:53,2012,17:53:45,41087.74514,41087.74566,36.305,-119.83,1507,459.3336,1.89,189,104,402,555,3,,532,236,74.7,16.76,4.026,3.34,,78.3,240,23.63,27.79,19.3,5.27,87.5,69.8,0.68,3.94,519,9.01,0.909,0.75,0.289,,1.187,,12.35,4.089,2.605,4.61,0.913,3.715,1.39,2.771,3.691,995,78,149,329,8,51,65,,3,,,92,36,,,,,,,,,,10,5,4,,,8,4,10,14,10,10,,,7,4,14,,,10,,,22,19,3,4,,,,,,,,,,,,
937,0,27,6,17,298.7,227.2,4.4,308,303.3,36.307,-119.743,472.4,18.85,6/27/2012 17:00,-24,26,6,17,303.3,431.9,1,363.8,299.4,38.039,-120.783,2197.7,5.95,246527.5195,-0.440806097,6/26/2012 17:00,6/27/2012 17:54,2012,17:54:47,41087.74583,41087.74638,36.30667,-119.74333,1550,472.44,1.885,188.5,104,394,579,4,,538,238,75.6,17.03,4.07,3.33,,84.2,253,25.59,30.1,20,5.9,88.5,75.8,0.48,4.25,555,9.82,0.812,0.78,0.332,0.127,1.144,,14.42,4.838,3.018,4.754,0.979,4.083,1.54,3.133,3.935,1011,71,134,348,8,53,60,,,,,90,35,,,,,,,,,,11,7,,,,8,3,11,15,10,7,,,5,9,11,,,22,,,26,20,4,4,,,,,,,,,,,,
938,0,27,6,17,300.6,232.4,3.6,371.5,304.7,36.335,-119.677,727.9,17.55,6/27/2012 17:00,-24,26,6,17,308.7,387.8,1.6,318.1,301.5,36.219,-119.646,2556.9,7.85,155720.488,2.929235025,6/26/2012 17:00,6/27/2012 17:55,2012,17:55:50,41087.74653,41087.74711,36.335,-119.67667,2388,727.8624,1.885,188.5,106,395,580,,,539,241,76.9,17.01,3.97,3.38,,76.6,250,24.48,28.97,19.09,5.54,87.6,73.4,0.58,3.89,551,9.12,0.696,0.717,0.291,0.141,1.056,,12.76,4.546,2.696,4.361,0.804,3.771,1.413,2.614,3.623,980,54,123,311,7,46,56,,,,,80,31,,,,,,,,,,9,5,3,,,10,4,9,12,6,6,,,,3,11,,,9,,,18,16,,3,,,,,,,,,,5,,
939,0,27,6,17,299.4,230.4,4.1,348.5,304.4,36.392,-119.743,536.8,18.45,6/27/2012 17:00,-24,26,6,17,304.9,486.6,1.9,413.8,305.2,37.213,-120.005,2201.7,6.95,170696.3443,-0.248803189,6/26/2012 17:00,6/27/2012 17:57,2012,17:57:48,41087.74792,41087.74847,36.39167,-119.74333,1761,536.7528,1.895,189.5,94,404,569,2,,532,235,74.8,16.69,3.948,3.39,,78,240,23.85,27.84,18.73,5.45,88.8,70,0.73,3.88,519,9.33,0.921,0.689,0.272,0.106,1.121,,10.69,3.625,2.336,4.213,0.789,3.68,1.456,2.875,3.764,1012,73,153,340,7,53,62,,4,,,93,36,,,,,,,,,,9,6,,,,11,4,11,17,8,7,,,,4,13,,5,9,,,24,19,3,4,,,,,,,,,,,,
940,0,27,6,17,299.7,228.3,3.9,320.8,303.6,36.307,-119.725,640.1,18.05,6/27/2012 17:00,-24,26,6,17,305.5,484.1,1.9,466.3,306.6,37.145,-119.922,2218.2,6.75,172214.3018,-0.185210759,6/26/2012 17:00,6/27/2012 17:58,2012,17:59:06,41087.74878,41087.74938,36.30667,-119.725,2100,640.08,1.945,194.5,101,396,588,28,,539,240,75,17.14,4.073,3.35,,79.7,250,25.25,29.26,19.6,5.83,88.1,78.6,0.64,4.01,545,9.5,0.806,0.834,0.3,0.111,1.076,,13.73,4.574,2.865,4.507,0.926,3.824,1.439,2.959,3.733,981,66,131,308,12,48,58,,3,,,83,34,,,,,,,,,,10,8,4,3,,11,,9,17,9,8,,,,,12,,,7,,,24,19,3,4,,,,,,,,,,4,,
941,0,27,6,18,320.6,408.5,0.3,1581.9,435.1,35.925,-118.055,3078.5,1.35,6/27/2012 18:00,-24,26,6,18,313.5,511,0.6,0,369.3,33.389,-120.837,3368.8,7.55,393260.3407,-2.393524273,6/26/2012 18:00,6/27/2012 18:05,2012,18:06:11,41087.75365,41087.75429,35.925,-118.055,10100,3078.48,1.838,183.8,95,395,652,,,537,236,75.7,17.17,3.97,3.34,,74.4,237,24.17,29.19,14.65,5.21,87.2,71.5,0.19,2.46,623,10.04,,0.62,0.162,,0.478,,13.61,2.124,1.338,1.969,0.386,1.88,0.569,0.847,0.465,699,7,71,69,5,4,9,,,,,,,,,,,,,,,,,,,,,3,,,6,,,,,,,,,,4,,,11,3,4,11,5,,,11,13,14,15,26,35,67,6,8
942,0,27,6,18,322.8,306.2,0.3,939.9,418.2,35.647,-118.462,4175.8,-1.25,6/27/2012 18:00,-24,26,6,18,319.8,542.4,0.2,0,346.6,32.588,-122.671,4622.8,0.75,530502.9546,-2.270350035,6/26/2012 18:00,6/27/2012 18:10,2012,18:11:07,41087.75706,41087.75772,35.64667,-118.46167,13700,4175.76,1.836,183.6,88,406,580,,,530,235,73.3,16.59,3.838,3.41,,66.1,227,22.88,25.79,12.84,5.35,87.7,64.1,0.25,1.68,535,8.17,,0.536,0.131,,0.332,,10.68,1.409,0.809,0.709,0.126,0.489,0.155,0.254,0.199,656,6,76,36,5,,,,3,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,3,,,11,,,,,,,,,,,,,,,
943,0,27,6,21,320.3,1893.8,0.5,801.5,1044.6,35.002,-117.507,3589,3.75,6/27/2012 21:00,-24,26,6,21,318.5,666.2,0.5,0,1017.6,27.875,-121.458,3699.3,8.85,881151.8023,-2.68135985,6/26/2012 21:00,6/27/2012 21:00,2012,21:00:34,41087.875,41087.87539,35.00167,-117.50667,11775,3589.02,1.833,183.3,100,395,641,,,534,236,77.5,16.88,4.149,3.3,,68.1,237,24.07,27.95,13.92,5.29,87.8,72.5,0.14,2.35,635,9.54,,0.548,0.144,,0.293,,14.09,1.623,1.113,1.631,0.32,1.221,0.392,0.622,0.317,752,7,101,62,8,,6,,4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,4,,,15,,3,8,4,,,8,8,10,12,19,24,45,6,6
944,0,27,6,21,321.6,1892.7,0.4,904.5,1046.2,35.355,-117.192,3841.4,1.45,6/27/2012 21:00,-24,26,6,21,319.1,664.7,0.4,0,1016.3,27.984,-121.492,3821,8.15,919296.1108,-2.660539684,6/26/2012 21:00,6/27/2012 21:05,2012,21:06:06,41087.87847,41087.87924,35.355,-117.19167,12603,3841.3944,1.828,182.8,87,404,580,,,536,234,74.3,16.84,4.061,3.15,,69,238,23.75,26.48,13.86,5.39,86.2,63.1,0.19,2.33,547,8.99,,0.573,0.149,,0.269,,14.05,2.175,0.977,1.101,0.185,0.505,0.108,0.223,0.177,627,10,69,55,6,,9,,6,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,7,,,10,,,,,,,,,,,,,,,
945,0,27,6,21,316.2,1140.5,0.6,689.6,1026.7,35.762,-118.713,2891.9,7.95,6/27/2012 21:00,-24,26,6,21,316.8,501.3,0.3,0,1006,33.123,-121.287,3828.8,5.85,402139.6458,-2.45135135,6/26/2012 21:00,6/27/2012 21:11,2012,21:12:00,41087.88281,41087.88333,35.76167,-118.71333,9488,2891.9424,1.828,182.8,82,404,649,,,537,239,74.9,16.94,4.12,3.37,,69.2,239,23.74,31.78,14.81,5.69,89.5,77.3,0.17,2.61,626,10.42,,0.653,0.163,0.111,0.742,,15.52,2.332,1.279,3.069,0.527,2.052,0.417,0.587,0.577,658,10,71,49,5,,7,,3,,,,,,,,,,,,,,,,,,,5,,,11,5,5,,,,,,,,26,,,9,,,7,3,,,9,9,12,12,22,29,63,6,7
946,0,27,6,21,311.3,971.3,1,493,1017.1,35.832,-118.87,2046.4,13.75,6/27/2012 21:00,-24,26,6,21,309.3,806.3,1.6,415.5,1017,34.564,-119.996,2084.6,11.95,221303.4264,-2.508167343,6/26/2012 21:00,6/27/2012 21:17,2012,21:17:46,41087.88681,41087.88734,35.83167,-118.87,6714,2046.4272,1.968,196.8,85,401,588,,,530,237,77.5,16.48,4.199,3.14,,69.9,228,24.25,26.38,14.35,5.22,88.6,64.8,0.15,2.13,572,9.07,,0.569,0.154,,0.218,,10.61,1.927,1.24,2.324,0.4,2.325,0.509,0.772,0.587,936,7,68,158,4,14,27,,,,,5,6,,,,,,,,,,,,,,,,,,8,8,4,,,,,4,,,3,,,8,,,,,,,,,,,,,4,4,
947,0,27,6,21,312.3,1105.5,0.9,667.9,1025.2,35.802,-118.73,2085.4,12.55,6/27/2012 21:00,-24,26,6,21,310,554.3,1.3,220.1,1012.6,34.329,-120.088,2373.7,11.75,245625.0731,-2.488312765,6/26/2012 21:00,6/27/2012 21:22,2012,21:22:46,41087.89028,41087.89081,35.80167,-118.73,6842,2085.4416,1.824,182.4,89,399,561,,,537,235,74.8,16.94,4.305,3.25,,65.3,234,23.33,28.09,13.56,5.39,87.1,66.2,0.11,2.15,557,9.01,,0.575,0.154,,0.382,,12.37,2.099,0.969,1.72,0.356,2.11,0.747,1.198,0.727,738,8,53,90,4,7,14,,,,,3,3,,,,,,,,,,,,,,,4,,,11,4,5,,,,,,,,,,,10,,,,,,,,,,,,,,,
948,0,27,6,21,311.5,964,0.9,485.5,1016.7,35.837,-118.875,2095.8,13.45,6/27/2012 21:00,-24,26,6,21,309.9,652.1,1.4,291.1,1013.9,34.449,-120.115,2306.5,11.65,234455.57,-2.504412104,6/26/2012 21:00,6/27/2012 21:29,2012,21:29:52,41087.89514,41087.89574,35.83667,-118.875,6876,2095.8048,1.845,184.5,94,399,580,,,535,236,74.1,16.89,4.158,3.26,,68,243,24.23,29.6,14.93,5.42,87.5,72.1,0.24,2.63,565,9.26,,0.641,0.162,,0.461,,14.03,2.186,1.369,2.555,0.418,3.006,0.858,1.346,0.867,920,8,68,148,4,12,23,,,,,6,6,,,,,,,,,,,,,,,3,,,12,7,6,,,,,,,,8,,,12,,,,,,,,,,,4,4,6,4,
949,0,27,6,21,312.3,1138.9,1,648.3,1025.7,35.703,-118.755,2101,12.55,6/27/2012 21:00,-24,26,6,21,310.9,344.5,1.1,48.1,1008.9,34.089,-120.254,2692,11.15,262156.4707,-2.483084575,6/26/2012 21:00,6/27/2012 21:37,2012,21:37:49,41087.90069,41087.90126,35.70333,-118.755,6893,2100.9864,1.844,184.4,96,398,566,,,533,241,80,16.73,4.143,3.25,,66.4,241,23.58,24.84,14.09,5.71,88.4,59.7,0.14,1.6,559,9.05,,0.536,0.134,,0.146,,11.65,2.332,1.191,1.879,0.347,1.62,0.263,0.476,0.396,943,13,72,183,6,20,36,,,,,12,8,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,6,,,8,,,,,,,,,,,,,,,
950,0,27,6,21,307.1,1082.4,3.5,773.9,1027.3,35.983,-118.648,771.4,19.35,6/27/2012 21:00,-24,26,6,21,310.2,925.9,9.7,490.7,1015.6,36.359,-119.545,0,32.75,116517.6695,-1.087251056,6/26/2012 21:00,6/27/2012 21:42,2012,21:43:00,41087.90417,41087.90486,35.98333,-118.64833,2531,771.4488,2.056,205.6,122,399,592,18,,534,238,76,16.55,4.161,3.2,,81.9,262,24.46,29.36,19.43,6.11,89,81.5,0.57,3.91,551,9.74,0.643,0.756,0.276,0.152,0.947,,13.99,4.413,3.97,7.824,1.522,6.023,2.036,3.85,4.92,963,42,129,360,11,33,41,,4,,,49,20,,,,,,,,,,6,,4,,,8,,6,13,8,8,,,,,6,,,7,,,22,11,,,,,,,,,,,,,,
951,0,27,6,21,309,1211.1,3,1067.7,1037.6,36.158,-118.552,773,18.25,6/27/2012 21:00,-24,26,6,21,309.9,904.8,9.9,485.1,1015.6,36.282,-119.453,0,32.65,112339.047,-1.397189389,6/26/2012 21:00,6/27/2012 21:45,2012,21:45:54,41087.90625,41087.90688,36.15833,-118.55167,2536,772.9728,1.979,197.9,109,398,584,11,,542,239,75.8,17.2,4.209,3.28,,80.7,255,23.98,30.44,19.31,5.99,89.7,84.5,0.49,3.73,555,10.62,0.584,0.801,0.281,0.144,0.923,,14.35,4.484,3.358,7.153,1.35,5.556,1.998,3.909,4.882,976,51,127,358,8,47,46,,3,,,59,24,,,,,,,,,,7,4,4,4,,11,,6,17,10,10,,,3,,5,,,6,,,25,14,,,,,,,,,,,,4,,
